Name,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,nnscore,rfscore_v1,rfscore_v3,rfscore_v2,PLEClinear_p5_l1_s65536,PLECnn_p5_l1_s65536,PLECrf_p5_l1_s65536,vina_affinity,Label,rfscorevs
BCL2_actives0000001_docked,-33.3207,9.12388,4.25333,-1.53823,0,-1.48069,-26.697,921.579,1,0.683448,3,0.43643,0.677296,0.322704,4096,1025,1089,39,542,140,147,5,543,140,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,0.0,12.0,0.0,0.0,-7766.93209058,1.0,43.0,1.0,0.0,0.0,0.0,-1.7,57.89,0.42,104.97,849.36,7.36518088052441,7.419778088189595,6.876210079753584,7.332942358197354,6.626743881041335,6.413990312335808,6.9058,-7.403188180366858,1,5.95330411998
BCL2_actives0000002_docked,-29.4782,13.2957,1.83869,4.99912,0,0,-15.3744,836.63,0,0.692142,1,0.431444,0.690377,0.309623,3957,1000,1067,39,586,160,152,6,189,52,53,2,0,0,0,0,0,0,0,0,0,0,0,0,102,26,28,1,0,0,0,0,0,0,0,0,57.0,0.0,0.0,10.0,0.0,0.0,-448217.099855,0.0,39.0,1.0,0.0,0.0,1.0,-1.6,51.16,0.43,84.46,821.54,7.053356837798138,7.259629570540572,6.632468616605616,6.957365484459984,6.4842101469495095,6.322501337772077,7.288,-6.918431970280317,1,5.96425829949
BCL2_actives0000003_docked,-34.9978,15.6592,0.022103,1.49817,0,0,-24.9083,826.417,0,0.631712,1,0.431646,0.698955,0.301045,4659,1203,1283,52,631,168,169,6,239,64,63,3,0,0,0,0,0,0,0,0,0,0,0,0,104,25,28,1,0,0,0,0,0,0,0,0,65.0,0.0,0.0,16.0,0.0,0.0,-367590.073391,0.0,43.0,1.0,0.0,0.0,1.0,.3,67.54,0.15,84.46,786.31,7.68036698438875,7.840597231657236,7.555354676545678,7.648330379897879,7.591568160678837,7.591814947533323,6.439999999999998,-9.558175355296946,1,5.97834893866
BCL2_actives0000004_docked,-40.934,10.4657,5.13477,0.125708,0,-0.225585,-30.9025,1096.56,1,0.686356,2,0.426472,0.740495,0.259505,4976,1255,1366,44,739,199,188,6,415,112,112,2,0,0,0,0,0,0,0,0,0,0,0,0,105,27,30,1,0,0,0,0,0,0,0,0,70.0,0.0,0.0,22.0,0.0,0.0,-201626.186716,1.0,51.0,0.0,0.0,0.0,1.0,-1.6,70.45,0.37,122.79,1024.36,7.690773773184604,8.011849160006664,7.736226472305477,7.913342089410595,7.536693692785457,6.822679639646957,6.772800000000001,-8.215031829727508,1,6.01198427072
BCL2_actives0000005_docked,-30.1587,7.77899,2.34211,3.58803,0,0,-20.1176,867.236,0,0.650039,1,0.446043,0.670836,0.329164,3853,970,1035,39,517,138,135,5,268,67,71,3,0,0,0,0,0,0,0,0,0,0,0,0,102,25,28,1,0,0,0,0,0,0,0,0,51.0,0.0,0.0,12.0,0.0,0.0,-63493.425715,1.0,38.0,1.0,0.0,0.0,0.0,.1,54.16,0.43,78.67,810.11,6.954744945550678,7.122326206626705,6.6263867372072305,6.854762554112553,7.109464046297648,6.593053020467955,6.7131000000000025,-7.337983883055362,1,5.99234701692
BCL2_actives0000006_docked,-30.9194,16.2601,-2.1371,3.41074,0,0,-20.3211,817.828,0,0.682266,1,0.42305,0.696262,0.303738,4635,1169,1259,49,609,168,156,6,200,57,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0.0,0.0,12.0,0.0,0.0,-437467.197291,0.0,46.0,1.0,0.0,0.0,1.0,1.4,63.49,0.15,84.46,770.98,7.127641258354252,7.688456928016431,7.366010311577321,7.417251742091243,6.6812328274935915,7.0139161825325,6.450200000000001,-9.160055085035962,1,5.95700460963
BCL2_actives0000007_docked,-33.8156,11.0476,-4.39227,-2.18875,0,0,-34.5961,807.32,0,0.630795,2,0.408773,0.724764,0.275236,4655,1189,1271,51,563,150,152,5,237,60,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,0.0,13.0,0.0,0.0,70598.2835047,0.0,43.0,1.0,0.0,0.0,0.0,2.1,62.49,0.15,58.44,743.47,7.247077270297941,7.614332133644132,6.993914817460322,7.444610844544342,7.305724483922033,7.090145349244181,6.680899999999999,-10.146706507064943,1,5.96430729944
BCL2_actives0000008_docked,-34.8858,9.92874,-2.97973,-1.69078,0,0,-34.382,811.122,0,0.680571,2,0.432746,0.714321,0.285679,4724,1217,1301,51,565,148,153,5,321,82,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0.0,0.0,17.0,0.0,0.0,61550.6400778,0.0,44.0,1.0,0.0,0.0,0.0,1.5,66.49,0.17,67.67,789.64,7.384732340371632,7.743941029415034,7.1774932722277756,7.5701993553668565,6.937626605043921,7.1995731126646225,6.7287,-9.503883402259984,1,5.98888534539
BCL2_actives0000009_docked,-36.8233,26.0166,-2.45417,-1.95783,0,0,-27.7357,847.224,0,0.704884,0,0.400004,0.745195,0.254805,4835,1244,1356,57,566,147,160,6,306,79,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0.0,0.0,6.0,0.0,0.0,-136897.128861,1.0,57.0,0.0,0.0,0.0,0.0,-.6,68.61,0.17,78.67,783.91,7.178837290210856,7.871441423798431,7.634734809745811,7.45662156343657,7.759977660691707,7.2117857813194925,6.91,-10.631703291522713,1,5.99568272164
BCL2_actives0000010_docked,-34.3408,16.3245,0.352392,5.2103,0,0,-19.6811,876.493,0,0.667737,1,0.4362,0.68033,0.31967,4048,1026,1073,41,744,197,189,6,208,60,59,2,0,0,0,0,0,0,0,0,0,0,0,0,106,27,31,1,0,0,0,0,0,0,0,0,66.0,0.0,0.0,14.0,0.0,0.0,-394160.818592,1.0,39.0,1.0,0.0,0.0,1.0,-2.2,52.71,0.43,110.48,836.55,7.311884547016855,7.570454257409256,6.9004828565323555,7.2405232557442565,6.29437599045781,5.931558055761207,6.791199999999996,-7.430330038915845,1,5.98701567001
