Label,PDB,Score
1, mini_complex_3IN7_PROTOSS_native_lig.pdb,6.00290660049
0, mini_complex_ZINC08434963_lig.pdb,5.9873257248
0, mini_complex_ZINC00702738_lig.pdb,6.02818173569
0, mini_complex_ZINC02694664_lig.pdb,5.95567994706
0, mini_complex_ZINC00702709_lig.pdb,5.96364660437
0, mini_complex_ZINC02067478_lig.pdb,5.9441
0, mini_complex_ZINC01855159_lig.pdb,5.98301576059
0, mini_complex_ZINC08435054_lig.pdb,5.98198494144
0, mini_complex_ZINC00629977_lig.pdb,5.96260719994
0, mini_complex_ZINC08438068_lig.pdb,6.00067717476
0, mini_complex_ZINC01017574_lig.pdb,5.97422668869
0, mini_complex_ZINC08438941_lig.pdb,5.97413485298
0, mini_complex_ZINC08437390_lig.pdb,5.96762808963
0, mini_complex_ZINC00702327_lig.pdb,6.01017380029
0, mini_complex_ZINC00880918_lig.pdb,5.96076158296
0, mini_complex_ZINC02167569_lig.pdb,5.97219328675
0, mini_complex_ZINC02071548_lig.pdb,5.94573339754
0, mini_complex_ZINC02162372_lig.pdb,5.96161384788
0, mini_complex_ZINC07101974_lig.pdb,5.9854813061
0, mini_complex_ZINC00660349_lig.pdb,5.99562133149
0, mini_complex_ZINC00643493_lig.pdb,5.95724515268
0, mini_complex_ZINC02068931_lig.pdb,5.96467765999
0, mini_complex_ZINC08438191_lig.pdb,5.95036153656
0, mini_complex_ZINC08438514_lig.pdb,5.99683990923
0, mini_complex_ZINC01511146_lig.pdb,5.96403316427
0, mini_complex_ZINC00727868_lig.pdb,5.97020736442
0, mini_complex_ZINC02129165_lig.pdb,5.93156249372
0, mini_complex_ZINC08438033_lig.pdb,6.00706850646
0, mini_complex_ZINC00666987_lig.pdb,5.98226204663
0, mini_complex_ZINC08437029_lig.pdb,5.9745356799
0, mini_complex_ZINC01758660_lig.pdb,5.98261891074
0, mini_complex_ZINC00646579_lig.pdb,5.95200822283
0, mini_complex_ZINC00793873_lig.pdb,5.96633229426
0, mini_complex_ZINC02159737_lig.pdb,5.95
0, mini_complex_ZINC05949888_lig.pdb,5.99393323425
0, mini_complex_ZINC08437373_lig.pdb,5.95263491143
0, mini_complex_ZINC08435468_lig.pdb,6.00803045938
0, mini_complex_ZINC08438807_lig.pdb,6.05419139453
0, mini_complex_ZINC08435017_lig.pdb,5.93178822336
0, mini_complex_ZINC02071445_lig.pdb,5.9577863847
0, mini_complex_ZINC01013161_lig.pdb,5.95
0, mini_complex_ZINC02067847_lig.pdb,5.98791398693
0, mini_complex_ZINC08439403_lig.pdb,5.94963557363
0, mini_complex_ZINC01802710_lig.pdb,5.98858835604
0, mini_complex_ZINC08437448_lig.pdb,5.95385562874
0, mini_complex_ZINC00851794_lig.pdb,5.94356108831
0, mini_complex_ZINC00623808_lig.pdb,5.97632976391
0, mini_complex_ZINC08435020_lig.pdb,5.9310999332
0, mini_complex_ZINC08438359_lig.pdb,5.95189690226
0, mini_complex_ZINC00631361_lig.pdb,5.97566596004
0, mini_complex_ZINC08437823_lig.pdb,5.97723582917
0, mini_complex_ZINC02170766_lig.pdb,5.96520656763
0, mini_complex_ZINC00728011_lig.pdb,5.98076025364
0, mini_complex_ZINC05401914_lig.pdb,5.93817312386
0, mini_complex_ZINC08434928_lig.pdb,5.95821075143
0, mini_complex_ZINC00666409_lig.pdb,5.96125332832
0, mini_complex_ZINC01816658_lig.pdb,6.0031669678
0, mini_complex_ZINC08439606_lig.pdb,5.97805031643
0, mini_complex_ZINC05946142_lig.pdb,5.95674853078
0, mini_complex_ZINC00623335_lig.pdb,5.97361778673
0, mini_complex_ZINC08433182_lig.pdb,5.95122449887
0, mini_complex_ZINC08437945_lig.pdb,5.96098594003
0, mini_complex_ZINC00907580_lig.pdb,5.95
0, mini_complex_ZINC08437578_lig.pdb,5.97406295914
0, mini_complex_ZINC02162773_lig.pdb,5.96831001662
0, mini_complex_ZINC08435242_lig.pdb,5.95442812462
0, mini_complex_ZINC01869739_lig.pdb,6.06111314303
0, mini_complex_ZINC00633743_lig.pdb,5.99284456594
0, mini_complex_ZINC08439211_lig.pdb,5.98577829398
0, mini_complex_ZINC02068753_lig.pdb,5.98025550961
0, mini_complex_ZINC08435455_lig.pdb,5.96885580428
0, mini_complex_ZINC00950457_lig.pdb,5.97811929159
0, mini_complex_ZINC08439753_lig.pdb,6.01838882417
0, mini_complex_ZINC00623556_lig.pdb,5.95232413515
0, mini_complex_ZINC06446903_lig.pdb,6.05715033692
0, mini_complex_ZINC00627339_lig.pdb,5.96942511999
0, mini_complex_ZINC00982962_lig.pdb,5.9547486721
0, mini_complex_ZINC08435227_lig.pdb,5.96796888217
0, mini_complex_ZINC00630364_lig.pdb,6.01528148592
0, mini_complex_ZINC00624710_lig.pdb,5.95528108327
0, mini_complex_ZINC08435517_lig.pdb,5.96911565251
0, mini_complex_ZINC08438223_lig.pdb,5.97570498128
0, mini_complex_ZINC00819722_lig.pdb,5.95270205999
0, mini_complex_ZINC08437919_lig.pdb,5.94598544883
0, mini_complex_ZINC02170506_lig.pdb,6.02431399846
0, mini_complex_ZINC08439198_lig.pdb,5.98319582628
0, mini_complex_ZINC00625130_lig.pdb,5.97937149102
0, mini_complex_ZINC00626146_lig.pdb,6.02440505185
0, mini_complex_ZINC08435349_lig.pdb,6.03421335254
0, mini_complex_ZINC08436994_lig.pdb,6.00455303443
0, mini_complex_ZINC02071516_lig.pdb,5.98515067782
0, mini_complex_ZINC08439250_lig.pdb,5.99097123129
0, mini_complex_ZINC00625459_lig.pdb,5.96591109172
0, mini_complex_ZINC00617102_lig.pdb,5.97244753953
0, mini_complex_ZINC00702925_lig.pdb,6.06199170113
0, mini_complex_ZINC02070149_lig.pdb,5.95322610355
0, mini_complex_ZINC02061504_lig.pdb,6.00174447306
0, mini_complex_ZINC08435412_lig.pdb,5.95122449887
0, mini_complex_ZINC08434915_lig.pdb,5.96704286073
0, mini_complex_ZINC08435487_lig.pdb,5.94483287318
0, mini_complex_ZINC02070559_lig.pdb,5.95358073967
0, mini_complex_ZINC08435504_lig.pdb,5.95
0, mini_complex_ZINC00577331_lig.pdb,6.02528924368
0, mini_complex_ZINC02853302_lig.pdb,5.99798900817
0, mini_complex_ZINC00850295_lig.pdb,5.97449690699
0, mini_complex_ZINC08438310_lig.pdb,6.02972192712
0, mini_complex_ZINC02170517_lig.pdb,6.01095294467
0, mini_complex_ZINC00841851_lig.pdb,5.98908003018
0, mini_complex_ZINC02170853_lig.pdb,5.99839563461
0, mini_complex_ZINC00662865_lig.pdb,6.0490752741
0, mini_complex_ZINC06599869_lig.pdb,6.03085263692
0, mini_complex_ZINC02679337_lig.pdb,6.23800004074
0, mini_complex_ZINC02067709_lig.pdb,5.96170175904
0, mini_complex_ZINC08434845_lig.pdb,5.96443127815
0, mini_complex_ZINC00659669_lig.pdb,5.97109581819
0, mini_complex_ZINC08434970_lig.pdb,5.97143798566
0, mini_complex_ZINC01788635_lig.pdb,5.95678485965
0, mini_complex_ZINC08438974_lig.pdb,5.95
0, mini_complex_ZINC01803296_lig.pdb,5.97088096059
0, mini_complex_ZINC00643426_lig.pdb,6.00230102361
0, mini_complex_ZINC02163892_lig.pdb,5.98442977816
0, mini_complex_ZINC08439789_lig.pdb,6.00538761818
0, mini_complex_ZINC06445732_lig.pdb,5.95626549891
0, mini_complex_ZINC00667005_lig.pdb,5.98857906917
0, mini_complex_ZINC08433138_lig.pdb,5.95
0, mini_complex_ZINC08439761_lig.pdb,6.0073515392
0, mini_complex_ZINC08435374_lig.pdb,5.99194202045
0, mini_complex_ZINC08434954_lig.pdb,6.0339211717
0, mini_complex_ZINC02063547_lig.pdb,5.98184554107
0, mini_complex_ZINC01777327_lig.pdb,5.96226697578
0, mini_complex_ZINC08435506_lig.pdb,5.95823292218
0, mini_complex_ZINC08433166_lig.pdb,6.0014906227
0, mini_complex_ZINC08438045_lig.pdb,6.00138557468
0, mini_complex_ZINC00645860_lig.pdb,6.00827261352
0, mini_complex_ZINC01011086_lig.pdb,5.94937060387
0, mini_complex_ZINC02070362_lig.pdb,6.24166147148
0, mini_complex_ZINC01010983_lig.pdb,5.96314249129
0, mini_complex_ZINC02497152_lig.pdb,5.954215325
