Label,PDB,Score
1, mini_complex_3ZRC_PROTOSS_native_lig.pdb,6.87462720423
0, mini_complex_ZINC01865711_lig.pdb,6.28205110565
0, mini_complex_ZINC08434760_lig.pdb,5.9803232776
0, mini_complex_ZINC02171078_lig.pdb,5.97627878968
0, mini_complex_ZINC08437931_lig.pdb,6.87523705558
0, mini_complex_ZINC00645888_lig.pdb,5.9589024075
0, mini_complex_ZINC08433166_lig.pdb,5.99809588945
0, mini_complex_ZINC08435504_lig.pdb,5.96755353961
0, mini_complex_ZINC02162107_lig.pdb,5.96498629437
0, mini_complex_ZINC06144027_lig.pdb,5.97461967711
0, mini_complex_ZINC00848995_lig.pdb,5.97578383283
0, mini_complex_ZINC02163114_lig.pdb,6.00491681024
0, mini_complex_ZINC00828013_lig.pdb,5.95575248909
0, mini_complex_ZINC00674474_lig.pdb,5.98339466224
0, mini_complex_ZINC02666666_lig.pdb,6.17400648676
0, mini_complex_ZINC08438938_lig.pdb,5.96110948411
0, mini_complex_ZINC08435409_lig.pdb,5.98498070657
0, mini_complex_ZINC00187217_lig.pdb,6.0407651716
0, mini_complex_ZINC08438491_lig.pdb,5.96530986987
0, mini_complex_ZINC08437732_lig.pdb,5.99804374818
0, mini_complex_ZINC00869048_lig.pdb,5.96347996996
0, mini_complex_ZINC08437454_lig.pdb,5.95818480004
0, mini_complex_ZINC08439886_lig.pdb,5.97770416096
0, mini_complex_ZINC00702446_lig.pdb,5.951175204
0, mini_complex_ZINC08439908_lig.pdb,5.95
0, mini_complex_ZINC00643502_lig.pdb,5.9738955809
0, mini_complex_ZINC02067490_lig.pdb,5.99732679113
0, mini_complex_ZINC00643405_lig.pdb,5.9866854016
0, mini_complex_ZINC08440086_lig.pdb,5.97616490989
0, mini_complex_ZINC08437570_lig.pdb,6.7399522596
0, mini_complex_ZINC08435064_lig.pdb,5.99039618103
0, mini_complex_ZINC02503433_lig.pdb,5.97209473553
0, mini_complex_ZINC08435377_lig.pdb,5.97394283402
0, mini_complex_ZINC08435606_lig.pdb,5.95270205999
0, mini_complex_ZINC08433417_lig.pdb,5.95306094457
0, mini_complex_ZINC00624418_lig.pdb,5.97202943629
0, mini_complex_ZINC08439859_lig.pdb,5.95314576773
0, mini_complex_ZINC08435172_lig.pdb,5.97500557453
0, mini_complex_ZINC06177695_lig.pdb,6.09469883221
0, mini_complex_ZINC08435474_lig.pdb,5.96704992455
0, mini_complex_ZINC08437545_lig.pdb,5.97020902628
0, mini_complex_ZINC00660357_lig.pdb,5.96349337718
0, mini_complex_ZINC08438503_lig.pdb,5.96534715327
0, mini_complex_ZINC00633947_lig.pdb,5.98351706018
0, mini_complex_ZINC00881526_lig.pdb,5.96592537355
0, mini_complex_ZINC00645583_lig.pdb,5.97704169904
0, mini_complex_ZINC00623284_lig.pdb,5.97620395354
0, mini_complex_ZINC00624571_lig.pdb,5.98475788037
0, mini_complex_ZINC00666441_lig.pdb,5.94488397721
0, mini_complex_ZINC02282159_lig.pdb,5.99730588956
0, mini_complex_ZINC00723782_lig.pdb,5.97309175419
0, mini_complex_ZINC00659022_lig.pdb,5.95538080996
0, mini_complex_ZINC08440140_lig.pdb,5.96167467321
0, mini_complex_ZINC08433187_lig.pdb,5.98016652123
0, mini_complex_ZINC08435522_lig.pdb,5.95
0, mini_complex_ZINC00677375_lig.pdb,5.96654782409
0, mini_complex_ZINC00624057_lig.pdb,5.97127699852
0, mini_complex_ZINC00623808_lig.pdb,5.99914101844
0, mini_complex_ZINC00856250_lig.pdb,5.97785118919
0, mini_complex_ZINC00666141_lig.pdb,5.96146809985
0, mini_complex_ZINC00892111_lig.pdb,5.98014802629
0, mini_complex_ZINC02862369_lig.pdb,5.96094064543
0, mini_complex_ZINC00666145_lig.pdb,5.95586538637
0, mini_complex_ZINC02167569_lig.pdb,6.56986795848
0, mini_complex_ZINC00869085_lig.pdb,6.02901866363
0, mini_complex_ZINC00868901_lig.pdb,5.97791131151
0, mini_complex_ZINC08440152_lig.pdb,5.95950231076
0, mini_complex_ZINC08433186_lig.pdb,6.02429570758
0, mini_complex_ZINC02107241_lig.pdb,5.95229290661
0, mini_complex_ZINC00669589_lig.pdb,5.9923587666
0, mini_complex_ZINC00848993_lig.pdb,5.96316465899
0, mini_complex_ZINC02159327_lig.pdb,5.9601295795
0, mini_complex_ZINC08436943_lig.pdb,6.02485535403
