Label,PDB,Score
1, mini_complex_4ERF_PROTOSS_native_lig.pdb,5.97363810206
0, mini_complex_ZINC08438410_lig.pdb,5.9814653369
0, mini_complex_ZINC00627441_lig.pdb,5.95787033879
0, mini_complex_ZINC08438588_lig.pdb,6.04983899355
0, mini_complex_ZINC08439008_lig.pdb,6.00074623719
0, mini_complex_ZINC00147704_lig.pdb,5.96628925847
0, mini_complex_ZINC08438090_lig.pdb,5.9569171297
0, mini_complex_ZINC08435628_lig.pdb,5.97630745828
0, mini_complex_ZINC08435004_lig.pdb,5.97173075561
0, mini_complex_ZINC00625336_lig.pdb,5.9512700533
0, mini_complex_ZINC08434810_lig.pdb,5.97922405613
0, mini_complex_ZINC00144910_lig.pdb,5.95659250077
0, mini_complex_ZINC00149203_lig.pdb,5.98691933931
0, mini_complex_ZINC08433148_lig.pdb,5.97492602922
0, mini_complex_ZINC00856284_lig.pdb,5.97414264672
0, mini_complex_ZINC08434835_lig.pdb,6.31495229627
0, mini_complex_ZINC02233796_lig.pdb,5.97258577936
0, mini_complex_ZINC06878590_lig.pdb,5.95888998408
0, mini_complex_ZINC01865711_lig.pdb,6.00088979297
0, mini_complex_ZINC08437912_lig.pdb,5.97020779765
0, mini_complex_ZINC00832557_lig.pdb,5.96287674563
0, mini_complex_ZINC00624606_lig.pdb,5.97580576299
0, mini_complex_ZINC00675736_lig.pdb,5.96980068024
0, mini_complex_ZINC00907469_lig.pdb,5.98194928381
0, mini_complex_ZINC08439772_lig.pdb,5.9668141793
0, mini_complex_ZINC02070018_lig.pdb,5.95534893156
0, mini_complex_ZINC02063808_lig.pdb,6.00110785554
0, mini_complex_ZINC00660936_lig.pdb,5.98015948499
0, mini_complex_ZINC02503430_lig.pdb,5.95374938144
0, mini_complex_ZINC00630196_lig.pdb,5.97744107323
0, mini_complex_ZINC00659607_lig.pdb,5.9873745396
0, mini_complex_ZINC08438954_lig.pdb,5.95
0, mini_complex_ZINC00627140_lig.pdb,5.9512700533
0, mini_complex_ZINC01759290_lig.pdb,5.97768191082
0, mini_complex_ZINC08438499_lig.pdb,5.95314575749
0, mini_complex_ZINC08434818_lig.pdb,5.96116376575
