Label,PDB,Score
1, mini_complex_2AZ5_PROTOSS_native_lig.pdb,6.04840208252
0, mini_complex_ZINC00622817_lig.pdb,5.9995885456
0, mini_complex_ZINC00624720_lig.pdb,5.97864928711
0, mini_complex_ZINC08435029_lig.pdb,5.99581479745
0, mini_complex_ZINC00624698_lig.pdb,5.99462579278
0, mini_complex_ZINC08437878_lig.pdb,5.98903531847
0, mini_complex_ZINC00627054_lig.pdb,5.96076200619
0, mini_complex_ZINC02171063_lig.pdb,5.97490472383
0, mini_complex_ZINC08437418_lig.pdb,5.96243315249
0, mini_complex_ZINC00678489_lig.pdb,5.95838302996
0, mini_complex_ZINC08437554_lig.pdb,5.9650394004
0, mini_complex_ZINC00723971_lig.pdb,5.97466054204
0, mini_complex_ZINC01804627_lig.pdb,5.95448533501
0, mini_complex_ZINC00702307_lig.pdb,5.99220925466
0, mini_complex_ZINC00971822_lig.pdb,5.97082405011
0, mini_complex_ZINC08434910_lig.pdb,5.95
0, mini_complex_ZINC06444923_lig.pdb,5.95922473954
0, mini_complex_ZINC08435658_lig.pdb,5.97638605929
0, mini_complex_ZINC08436874_lig.pdb,5.97498781785
0, mini_complex_ZINC08439827_lig.pdb,5.97066605642
0, mini_complex_ZINC00694321_lig.pdb,5.95
0, mini_complex_ZINC02061403_lig.pdb,5.96574567377
0, mini_complex_ZINC02071996_lig.pdb,5.96603200957
0, mini_complex_ZINC02063873_lig.pdb,5.9515878912
0, mini_complex_ZINC00670018_lig.pdb,5.98711593611
0, mini_complex_ZINC00838409_lig.pdb,5.95276124535
0, mini_complex_ZINC08435297_lig.pdb,6.03126462411
0, mini_complex_ZINC00694356_lig.pdb,5.97577490861
0, mini_complex_ZINC08438072_lig.pdb,5.95910915546
0, mini_complex_ZINC00646556_lig.pdb,5.96702209593
0, mini_complex_ZINC00675736_lig.pdb,5.96278004667
0, mini_complex_ZINC08438077_lig.pdb,5.99305014615
0, mini_complex_ZINC02070148_lig.pdb,5.96470149352
0, mini_complex_ZINC08438101_lig.pdb,5.96835151906
0, mini_complex_ZINC08438406_lig.pdb,6.05116775072
0, mini_complex_ZINC01017590_lig.pdb,5.95
0, mini_complex_ZINC00646767_lig.pdb,5.95749022998
0, mini_complex_ZINC00624418_lig.pdb,6.00256162087
0, mini_complex_ZINC00683818_lig.pdb,5.98566667852
0, mini_complex_ZINC08438161_lig.pdb,5.98030160364
0, mini_complex_ZINC00624707_lig.pdb,5.98346150993
0, mini_complex_ZINC02070213_lig.pdb,5.98664463307
0, mini_complex_ZINC00695118_lig.pdb,5.97221875116
0, mini_complex_ZINC04669031_lig.pdb,5.9621073399
0, mini_complex_ZINC00702349_lig.pdb,5.95549719892
0, mini_complex_ZINC08434882_lig.pdb,5.95075580428
0, mini_complex_ZINC02067488_lig.pdb,5.97363492811
0, mini_complex_ZINC02067802_lig.pdb,5.95191315663
0, mini_complex_ZINC02071852_lig.pdb,5.95
0, mini_complex_ZINC08435439_lig.pdb,6.03851186732
0, mini_complex_ZINC06599869_lig.pdb,5.99169075704
0, mini_complex_ZINC00730364_lig.pdb,5.9877161367
0, mini_complex_ZINC00703067_lig.pdb,6.01060854147
0, mini_complex_ZINC00666145_lig.pdb,5.95735712319
0, mini_complex_ZINC08435652_lig.pdb,5.96905950829
0, mini_complex_ZINC02159327_lig.pdb,5.95945111104
0, mini_complex_ZINC08435034_lig.pdb,5.99567555507
0, mini_complex_ZINC08433133_lig.pdb,6.0772436787
0, mini_complex_ZINC08434870_lig.pdb,6.12358074334
0, mini_complex_ZINC08435227_lig.pdb,5.98734373543
0, mini_complex_ZINC02170853_lig.pdb,6.04445045303
0, mini_complex_ZINC00643364_lig.pdb,5.96483526016
0, mini_complex_ZINC05286115_lig.pdb,5.99193794933
0, mini_complex_ZINC02156561_lig.pdb,5.97368479057
0, mini_complex_ZINC08439795_lig.pdb,5.96617291399
0, mini_complex_ZINC02070391_lig.pdb,6.03511051004
0, mini_complex_ZINC00971704_lig.pdb,5.95
0, mini_complex_ZINC00646445_lig.pdb,6.03248822237
0, mini_complex_ZINC05687815_lig.pdb,5.96933232377
0, mini_complex_ZINC00624089_lig.pdb,5.95399925891
0, mini_complex_ZINC02169522_lig.pdb,5.96533823798
0, mini_complex_ZINC02069311_lig.pdb,5.97953643559
0, mini_complex_ZINC00646484_lig.pdb,5.96962542172
0, mini_complex_ZINC08435028_lig.pdb,5.95618621258
0, mini_complex_ZINC01876399_lig.pdb,5.95682561471
0, mini_complex_ZINC01802714_lig.pdb,5.96077383928
0, mini_complex_ZINC08434780_lig.pdb,5.99950182661
0, mini_complex_ZINC02071233_lig.pdb,5.99047886041
0, mini_complex_ZINC01019341_lig.pdb,5.96686550734
0, mini_complex_ZINC00643426_lig.pdb,6.00357152645
0, mini_complex_ZINC02156314_lig.pdb,6.04593906858
0, mini_complex_ZINC00630276_lig.pdb,5.98547767745
0, mini_complex_ZINC08437558_lig.pdb,5.96794487712
0, mini_complex_ZINC02062354_lig.pdb,5.97558178683
0, mini_complex_ZINC08439342_lig.pdb,6.00783804195
0, mini_complex_ZINC00633944_lig.pdb,5.95338121502
0, mini_complex_ZINC08438082_lig.pdb,5.97432777101
0, mini_complex_ZINC00624580_lig.pdb,5.97001201906
0, mini_complex_ZINC00853504_lig.pdb,5.95
0, mini_complex_ZINC01017546_lig.pdb,6.0056137468
0, mini_complex_ZINC02170506_lig.pdb,5.97196782017
0, mini_complex_ZINC01011181_lig.pdb,5.96559151681
0, mini_complex_ZINC08437841_lig.pdb,5.98366226492
0, mini_complex_ZINC00646574_lig.pdb,5.97765323661
0, mini_complex_ZINC06144636_lig.pdb,5.95
0, mini_complex_ZINC02068666_lig.pdb,5.99838907471
0, mini_complex_ZINC00728061_lig.pdb,6.00630909228
0, mini_complex_ZINC00643346_lig.pdb,5.96757424327
0, mini_complex_ZINC00646911_lig.pdb,5.96843422822
0, mini_complex_ZINC02067722_lig.pdb,5.99011647542
0, mini_complex_ZINC00974121_lig.pdb,5.96476293914
