Label,PDB,Score
1, mini_complex_1Y2F_PROTOSS_native_lig.pdb,5.95106297212
0, mini_complex_ZINC02170611_lig.pdb,5.99019453983
0, mini_complex_ZINC00723881_lig.pdb,5.97087341662
0, mini_complex_ZINC02106497_lig.pdb,5.95519078646
0, mini_complex_ZINC08434760_lig.pdb,5.95281309465
0, mini_complex_ZINC00717443_lig.pdb,5.9515672205
0, mini_complex_ZINC08435511_lig.pdb,5.95426393933
0, mini_complex_ZINC01865711_lig.pdb,5.95
0, mini_complex_ZINC01884054_lig.pdb,5.95036153656
0, mini_complex_ZINC06444326_lig.pdb,6.00494139882
0, mini_complex_ZINC05921073_lig.pdb,5.94726486929
0, mini_complex_ZINC00778417_lig.pdb,5.95916090284
0, mini_complex_ZINC08439898_lig.pdb,5.95130881263
0, mini_complex_ZINC01012452_lig.pdb,5.96104978685
0, mini_complex_ZINC08438432_lig.pdb,5.95693664937
0, mini_complex_ZINC02070136_lig.pdb,5.96324230795
0, mini_complex_ZINC00720885_lig.pdb,5.95
0, mini_complex_ZINC00646245_lig.pdb,5.9692006493
0, mini_complex_ZINC08436903_lig.pdb,5.95114575749
0, mini_complex_ZINC00841803_lig.pdb,5.95992495856
0, mini_complex_ZINC02667192_lig.pdb,5.957275204
0, mini_complex_ZINC08438937_lig.pdb,5.95842255308
0, mini_complex_ZINC00285987_lig.pdb,5.9975815809
0, mini_complex_ZINC02170705_lig.pdb,5.95991376509
0, mini_complex_ZINC00387261_lig.pdb,5.95726072267
0, mini_complex_ZINC00881917_lig.pdb,5.95072307312
0, mini_complex_ZINC08438025_lig.pdb,5.97726038076
0, mini_complex_ZINC08434759_lig.pdb,5.96102998143
0, mini_complex_ZINC03901268_lig.pdb,5.97891130279
0, mini_complex_ZINC00881526_lig.pdb,5.95489588002
0, mini_complex_ZINC00702695_lig.pdb,5.97690096081
0, mini_complex_ZINC08439719_lig.pdb,5.95450254964
0, mini_complex_ZINC02067899_lig.pdb,5.95
0, mini_complex_ZINC02168963_lig.pdb,5.95
0, mini_complex_ZINC00730199_lig.pdb,5.95526035597
0, mini_complex_ZINC00844915_lig.pdb,5.95
0, mini_complex_ZINC08437776_lig.pdb,5.95
0, mini_complex_ZINC02106972_lig.pdb,5.95287443229
0, mini_complex_ZINC08435113_lig.pdb,5.95716195483
0, mini_complex_ZINC02497212_lig.pdb,5.95933883228
0, mini_complex_ZINC08434965_lig.pdb,5.95414582542
0, mini_complex_ZINC08438766_lig.pdb,5.95194163751
0, mini_complex_ZINC08434852_lig.pdb,5.95272561471
0, mini_complex_ZINC03584707_lig.pdb,5.95149794001
0, mini_complex_ZINC01019683_lig.pdb,5.97644295502
0, mini_complex_ZINC01102227_lig.pdb,5.96074604173
0, mini_complex_ZINC00624700_lig.pdb,5.95163400778
0, mini_complex_ZINC02068889_lig.pdb,5.96690969535
0, mini_complex_ZINC00643543_lig.pdb,5.9512700533
0, mini_complex_ZINC08438079_lig.pdb,5.95
0, mini_complex_ZINC02159609_lig.pdb,5.95
0, mini_complex_ZINC00624591_lig.pdb,5.95
0, mini_complex_ZINC08434866_lig.pdb,5.98333091727
0, mini_complex_ZINC00666327_lig.pdb,5.95
0, mini_complex_ZINC00677027_lig.pdb,5.96343607519
0, mini_complex_ZINC08437878_lig.pdb,5.95918970004
0, mini_complex_ZINC08433275_lig.pdb,5.95753399263
0, mini_complex_ZINC00975653_lig.pdb,5.95108970004
0, mini_complex_ZINC00187217_lig.pdb,5.95072672746
0, mini_complex_ZINC08435237_lig.pdb,6.04032667384
0, mini_complex_ZINC08436874_lig.pdb,5.95761203296
0, mini_complex_ZINC01011746_lig.pdb,5.97166992754
0, mini_complex_ZINC01017546_lig.pdb,5.97665821771
0, mini_complex_ZINC00677017_lig.pdb,5.9525436975
0, mini_complex_ZINC00851292_lig.pdb,5.9522310031
0, mini_complex_ZINC00853499_lig.pdb,5.95
0, mini_complex_ZINC00886816_lig.pdb,5.95
0, mini_complex_ZINC00786914_lig.pdb,5.95
0, mini_complex_ZINC00857173_lig.pdb,5.95201721463
0, mini_complex_ZINC00643190_lig.pdb,6.01097386871
0, mini_complex_ZINC00827822_lig.pdb,5.96444797351
0, mini_complex_ZINC02107478_lig.pdb,5.95954175171
0, mini_complex_ZINC00651647_lig.pdb,5.95086392484
0, mini_complex_ZINC00683536_lig.pdb,5.95
0, mini_complex_ZINC00662898_lig.pdb,5.96204745565
0, mini_complex_ZINC01896204_lig.pdb,5.95275580428
0, mini_complex_ZINC01882821_lig.pdb,5.95810311639
0, mini_complex_ZINC08433107_lig.pdb,5.95717451455
0, mini_complex_ZINC00645910_lig.pdb,5.9518457904
0, mini_complex_ZINC00907402_lig.pdb,5.95940003232
0, mini_complex_ZINC08435064_lig.pdb,5.95499442854
0, mini_complex_ZINC00643556_lig.pdb,5.96142575267
0, mini_complex_ZINC08439401_lig.pdb,5.95697418113
0, mini_complex_ZINC00858890_lig.pdb,5.96230059072
0, mini_complex_ZINC05928795_lig.pdb,5.96254620743
0, mini_complex_ZINC08437891_lig.pdb,5.95397248495
0, mini_complex_ZINC02741172_lig.pdb,5.95
0, mini_complex_ZINC02063375_lig.pdb,5.9651670992
0, mini_complex_ZINC00717017_lig.pdb,5.97155969228
0, mini_complex_ZINC02071727_lig.pdb,5.96243771974
0, mini_complex_ZINC06904335_lig.pdb,5.95314575749
0, mini_complex_ZINC00666632_lig.pdb,5.95
0, mini_complex_ZINC02162277_lig.pdb,5.97319288038
0, mini_complex_ZINC02071627_lig.pdb,5.95790774393
0, mini_complex_ZINC00631600_lig.pdb,5.95020121999
0, mini_complex_ZINC08435240_lig.pdb,5.98700900718
0, mini_complex_ZINC08434971_lig.pdb,5.97857024057
0, mini_complex_ZINC01830761_lig.pdb,5.95
0, mini_complex_ZINC01592372_lig.pdb,5.96629231105
0, mini_complex_ZINC01837122_lig.pdb,5.95070205999
0, mini_complex_ZINC08434986_lig.pdb,5.97030758065
0, mini_complex_ZINC02162773_lig.pdb,5.96022824929
0, mini_complex_ZINC02068641_lig.pdb,5.9630051879
0, mini_complex_ZINC00693962_lig.pdb,5.95
0, mini_complex_ZINC08439381_lig.pdb,5.96794325593
0, mini_complex_ZINC08434981_lig.pdb,5.97873927032
0, mini_complex_ZINC08433320_lig.pdb,5.95
0, mini_complex_ZINC08434845_lig.pdb,5.95007900918
0, mini_complex_ZINC00677342_lig.pdb,5.95671927462
0, mini_complex_ZINC01849163_lig.pdb,5.9571727571
0, mini_complex_ZINC01889816_lig.pdb,5.95201721463
0, mini_complex_ZINC05918543_lig.pdb,5.95822484601
0, mini_complex_ZINC00663235_lig.pdb,5.95254295641
0, mini_complex_ZINC00659345_lig.pdb,5.95221103466
0, mini_complex_ZINC00651640_lig.pdb,5.96728792553
0, mini_complex_ZINC08439211_lig.pdb,5.95930752491
0, mini_complex_ZINC08435189_lig.pdb,5.95169176003
0, mini_complex_ZINC02170023_lig.pdb,5.95093873751
0, mini_complex_ZINC05946142_lig.pdb,5.95924410221
0, mini_complex_ZINC08437733_lig.pdb,5.95
0, mini_complex_ZINC00797526_lig.pdb,5.95601175681
0, mini_complex_ZINC00633975_lig.pdb,5.95
0, mini_complex_ZINC08439178_lig.pdb,5.95
0, mini_complex_ZINC08438288_lig.pdb,5.95237723528
0, mini_complex_ZINC08438499_lig.pdb,5.95
0, mini_complex_ZINC01884305_lig.pdb,5.95521684151
0, mini_complex_ZINC02070289_lig.pdb,5.96499588002
0, mini_complex_ZINC00624976_lig.pdb,5.95072672746
0, mini_complex_ZINC02063871_lig.pdb,5.95
0, mini_complex_ZINC00865379_lig.pdb,5.95
0, mini_complex_ZINC00659009_lig.pdb,5.95694268788
0, mini_complex_ZINC00676171_lig.pdb,5.9505436975
0, mini_complex_ZINC00645531_lig.pdb,5.95040980392
0, mini_complex_ZINC02071284_lig.pdb,5.95924575749
0, mini_complex_ZINC03770288_lig.pdb,5.96073648925
0, mini_complex_ZINC08434780_lig.pdb,5.97423403888
0, mini_complex_ZINC01891300_lig.pdb,5.96114409774
0, mini_complex_ZINC00655678_lig.pdb,5.97182146298
0, mini_complex_ZINC08439686_lig.pdb,5.96255611304
0, mini_complex_ZINC00647877_lig.pdb,5.95676124535
0, mini_complex_ZINC02184607_lig.pdb,5.97720677523
0, mini_complex_ZINC00955337_lig.pdb,5.95666964174
0, mini_complex_ZINC00694055_lig.pdb,5.95848823214
0, mini_complex_ZINC08434928_lig.pdb,5.95561602366
0, mini_complex_ZINC08435615_lig.pdb,5.95
0, mini_complex_ZINC00659536_lig.pdb,5.95163910216
0, mini_complex_ZINC08435303_lig.pdb,5.95
0, mini_complex_ZINC00702465_lig.pdb,5.9653799907
0, mini_complex_ZINC02069936_lig.pdb,5.95
0, mini_complex_ZINC00975539_lig.pdb,5.95
0, mini_complex_ZINC00623073_lig.pdb,5.95
0, mini_complex_ZINC08435144_lig.pdb,5.95
0, mini_complex_ZINC00853572_lig.pdb,5.95
0, mini_complex_ZINC08435117_lig.pdb,5.95888363427
0, mini_complex_ZINC06135667_lig.pdb,5.95
