Label,PDB,Score
1, mini_complex_3VKX_PROTOSS_native_lig.pdb,5.95977852533
0, mini_complex_ZINC00625689_lig.pdb,5.95656881618
0, mini_complex_ZINC08439592_lig.pdb,6.00424215935
0, mini_complex_ZINC01802668_lig.pdb,5.96678663525
0, mini_complex_ZINC08436943_lig.pdb,6.0089953997
0, mini_complex_ZINC08439772_lig.pdb,5.96939258897
0, mini_complex_ZINC00643493_lig.pdb,5.95263521248
0, mini_complex_ZINC08434960_lig.pdb,6.02772864791
0, mini_complex_ZINC08437902_lig.pdb,5.95588195965
0, mini_complex_ZINC00088170_lig.pdb,5.95
0, mini_complex_ZINC04669031_lig.pdb,5.98075479241
0, mini_complex_ZINC08438579_lig.pdb,5.97761870505
0, mini_complex_ZINC02063637_lig.pdb,5.95047417329
0, mini_complex_ZINC08439819_lig.pdb,5.95
0, mini_complex_ZINC06195024_lig.pdb,5.95199200463
0, mini_complex_ZINC00817538_lig.pdb,5.95
0, mini_complex_ZINC01739800_lig.pdb,5.95828364258
0, mini_complex_ZINC08435004_lig.pdb,5.98188205039
0, mini_complex_ZINC06475513_lig.pdb,5.95
0, mini_complex_ZINC00210133_lig.pdb,5.97524914727
0, mini_complex_ZINC00728004_lig.pdb,5.96535212367
0, mini_complex_ZINC08434906_lig.pdb,6.101646517
0, mini_complex_ZINC08438185_lig.pdb,5.95359032986
0, mini_complex_ZINC01891300_lig.pdb,5.95859285697
0, mini_complex_ZINC02164252_lig.pdb,5.96296115613
0, mini_complex_ZINC00723844_lig.pdb,5.96145761501
0, mini_complex_ZINC02062436_lig.pdb,5.97270429189
0, mini_complex_ZINC08435476_lig.pdb,5.95
0, mini_complex_ZINC00629925_lig.pdb,5.96335206845
0, mini_complex_ZINC01761882_lig.pdb,5.97044794704
0, mini_complex_ZINC08435496_lig.pdb,5.97166552075
0, mini_complex_ZINC08434865_lig.pdb,5.95935740994
0, mini_complex_ZINC00971749_lig.pdb,5.98792174887
0, mini_complex_ZINC08438450_lig.pdb,6.03182745385
0, mini_complex_ZINC00702307_lig.pdb,5.98855618202
0, mini_complex_ZINC02184848_lig.pdb,6.00707045549
0, mini_complex_ZINC08439761_lig.pdb,5.96019942673
0, mini_complex_ZINC00660374_lig.pdb,5.98784584302
0, mini_complex_ZINC08438145_lig.pdb,5.95093133755
0, mini_complex_ZINC08435295_lig.pdb,5.95261194079
0, mini_complex_ZINC02679431_lig.pdb,5.97270089915
0, mini_complex_ZINC00624089_lig.pdb,5.95459272524
0, mini_complex_ZINC00633747_lig.pdb,5.95295350142
0, mini_complex_ZINC08439395_lig.pdb,5.95572264322
0, mini_complex_ZINC06475196_lig.pdb,5.98687285031
0, mini_complex_ZINC00716242_lig.pdb,5.95564968532
0, mini_complex_ZINC03066739_lig.pdb,5.96518579342
