vina_intra_hydrogen,nnscore,vina_intra_hydrophobic,rfscore_v1,rfscore_v3,rfscore_v2,vina_repulsion,vina_intra_repulsion,vina_hydrogen,PLEClinear_p5_l1_s65536,vina_num_rotors,vina_gauss1,PLECnn_p5_l1_s65536,vina_gauss2,vina_hydrophobic,PLECrf_p5_l1_s65536,vina_affinity,vina_intra_gauss1,vina_intra_gauss2,name,label
0.0,8.012308015229776,45.28694608033067,8.226150737651247,7.579082416305924,8.014995773448772,1.2533374987259425,1.1456411385018173,0.6140817877345249,9.60265125286719,1.0,69.96651413471972,9.274362050685129,1544.2566737330194,69.3296226437703,7.978099999999994,-11.526031747685513,17.042350730475516,134.52842766523872,1a28_STR_A_active,1
11.77803133335937,7.013440039526429,18.62678920941203,7.109940410755912,6.837834227772221,7.082885952769445,3.502948983836428,264.78597011859046,2.7429607910698244,6.320936164505111,8.0,86.67686939030716,6.49690297674644,1474.9703449770777,31.894522961530832,5.714700000000001,-7.141472836690583,74.48262397464322,309.74567339277024,1a54_MDC_A_active,1
0.0,6.643000299729984,3.6082931550289743,5.875284170718171,5.946639735653237,6.051773079198582,4.448622693665438,0.8188690711369714,3.5350400625133336,5.890409745537282,10.0,93.2846385424285,6.564330377720116,1155.7046665927774,52.94702597451387,6.176900000000002,-5.98172572709841,19.100210335454907,129.34579692839617,1a6v_NPC_H_active,1
0.0,6.526778297186826,3.875758496020019,5.629516233655235,5.50956279370629,5.664923702797205,3.0123506711350427,2.2677766154370165,1.9069332995364432,5.320064174866678,5.0,97.77322055494288,6.299668045883122,954.1801427395062,42.73007505084091,5.929500000000001,-6.5710770643333,9.105869471688647,82.47029137406594,1a6w_NIP_H_active,1
0.0,7.173315356896866,19.318439249248,7.342403942612941,6.848841371017868,6.982470943112448,2.0257740807697537,37.72521944265858,1.1857985365877886,6.866678305590458,5.0,97.87236065563945,6.058583829907868,1241.7106943116885,57.76171001452123,7.038500000000004,-8.443584337817573,33.870749839806585,208.97907016869505,1a9u_SB2_A_active,1
0.9436554869414276,6.160597262399933,0.0,6.825206000555003,6.502449787379285,6.737237428904429,2.893780645712715,1.577822593214081,4.633985461347337,3.404877149001854,11.0,87.61802019628936,5.405705751224122,1102.8098403867311,37.876298263517015,6.174099999999999,-6.345319189440273,23.93881140017228,175.17649773651618,1afe_ALZ_H_active,1
0.0,5.759376918435892,0.9730233344735009,6.059988275335778,5.777902076479069,6.1363298650793725,2.120887612187051,3.0306620306676466,2.343837071356602,7.210611713263783,9.0,90.09270735797921,6.748787725092309,1234.9829509110061,20.92786079738914,6.140500000000002,-6.491101925504365,22.63796784635679,246.17927165731214,1aim_ZYA_A_active,1
0.0,4.473077943308576,0.0,5.603899268287268,5.274242914141416,5.632007768398267,1.2470144900566982,0.9697088537990364,1.2791571688529169,4.353019048450046,8.0,81.33491338911972,4.263160761420711,1175.9285041012008,22.311976481214142,5.061600000000002,-6.4372189773668325,9.290171592856598,93.99658753984897,1aj7_NPE_H_active,1
0.0,7.654319438713289,26.060497538569454,6.434290063603066,6.373790104340108,6.644900310134315,6.145082109076931,0.12590733456642386,3.4735553944361564,5.895399112479618,8.0,100.5699572457844,5.313069917776682,1260.818838294784,13.025290158710064,6.305600000000004,-5.054776166914942,17.801026027320557,197.64593264877698,1az8_IN4_A_active,1
1.4695169600503126,6.339452850980267,26.99718525068384,6.95342367832168,6.190899158008654,6.739937011544005,2.5460579770591663,2.257197254601281,1.2630270002554935,6.783769230264262,0.0,58.31617890736971,7.208959312554506,1254.133650096359,22.478979856121178,7.060600000000002,-7.9391059449696995,42.92010320006535,223.31010196715047,1bgq_RDC_A_active,1
0.0,6.297080993751228,10.256077154776175,7.618483769619272,7.403961253857258,7.49324779581529,2.351759943903441,0.9790493036749319,2.1588687779238445,7.063870254107725,3.0,81.01000254465387,7.232127508094088,1362.7139632809894,41.539614398305716,7.360600000000004,-9.073056764153568,19.655081432024122,211.8816120060792,1bl7_SB4_A_active,1
0.0,5.938023366171865,10.549162571346884,7.446524083416581,7.025620874919198,7.101114793262294,2.5899823630417838,1.8360853187551682,1.38547283514748,5.588270558772505,4.0,74.04533410003208,6.379781489664081,1161.120285237542,31.798115193114125,7.030900000000003,-6.791892851168263,18.112482492759607,175.29397670662348,1bmk_SB5_A_active,1
0.0,7.6018786441398705,25.555305626423575,7.341490595404601,7.1849865291930275,7.195428495670994,1.6290840025397495,1.7845293302068979,1.0,9.15369492863623,6.0,121.47305763197673,8.755510360539754,1595.5185569701507,122.99710829506368,6.451800000000002,-11.91197967778512,33.49230067703445,209.7354971578344,1c1b_GCA_A_active,1
0.0,7.386647383209916,7.177640528307846,7.512389373015874,7.080105748196253,7.334832246198244,0.9599999078582793,1.4375505490074925,1.0,5.856685413606889,6.0,84.24469833435577,5.701994430280707,1420.6490609596603,71.49661552393763,5.794100000000002,-9.341074535561932,24.02944488448402,174.99614143481674,1c1c_612_A_active,1
0.0,7.2595342470257105,6.252946024159771,6.558814603174592,6.142918097402603,5.921186821900318,0.6861436951879869,0.7666050856481288,0.5952875830928844,5.152483058484546,0.0,64.06886021944078,5.8284203603030145,1063.8858122925044,28.594590767648963,4.9807000000000015,-8.547245458503507,23.646501007782188,59.163084493084774,1c1e_ENH_H_active,1
0.0,5.231404208946124,3.411387418358702,6.073190328782332,5.7223190584415615,5.864001926406929,4.267902886706815,0.0,1.753443710234176,6.050636636736778,1.0,78.4084682556012,6.4030443933215,787.0562836005545,6.245716728205129,5.798400000000002,-4.266423791697686,3.9207714563119214,30.09898455461553,1c5q_ESI_A_active,1
0.0,7.443089916469067,17.10583977714137,6.943470987068485,6.761784611832612,6.9209725340770305,2.613825878750806,0.8797334356691706,1.1192515335794229,6.06864804440731,5.0,100.09712827690878,4.806160980315595,1411.7413331912192,54.019097276180474,6.556800000000002,-8.66963270590253,20.715491429555932,182.17052121569267,1d4p_BPP_B_active,1
0.0,6.753267810370545,25.94997547908687,6.954244635198138,7.000627292429791,6.954402169219673,2.0135412396295598,0.17259356868196873,0.9586877798959221,6.20930104260445,8.0,99.45144349732708,5.924608417252903,1495.0545934000793,103.37078437001611,6.677499999999997,-9.36964762080851,12.237017368901826,177.9404435629434,1d6v_HOP_H_active,1
0.0,8.648037287727188,16.6636085691703,7.867328675324678,7.395539924242429,7.362238782439781,3.6223965243651945,74.00463315700107,3.0683126721121683,4.4003175645041095,8.0,110.28831537845252,4.423100705930382,1276.1844659776095,56.935236000581554,5.918200000000001,-7.675810022888875,47.1140455050316,171.37569481110881,1dlr_MXA_A_active,1
0.0,6.564202972214076,14.681786509837938,6.004704111333117,5.68848387300281,6.545885724053727,2.5693208872512163,1.8190917200292185,1.0,5.9231471606100605,2.0,63.07328601627901,6.325360295769289,1305.078925642867,24.132116885568305,6.417899999999999,-7.3907108289070305,15.9612156123204,184.57346726828672,1e7v_LY2_A_active,1
0.0,5.662380901131724,7.1215010040715825,6.912397708680212,6.756152363691866,6.398420977966479,3.2144234588959075,0.8302373283579951,3.863253598884791,4.767399951791083,10.0,87.2853003704426,4.5954898565009366,1351.7613177436444,64.33658171383937,6.607300000000002,-7.513106162759327,22.835602028727628,174.36414946872137,1eap_HEP_B_active,1
0.0,7.6799058073171285,6.0,7.574582901709401,7.298603482794985,7.043153723554226,6.2485554543697575,1.8535501673220387,7.464107479225632,4.9978071615201705,7.0,105.8479350272084,6.02132422120934,1393.4270790670241,9.99275226143957,6.730599999999999,-7.408059828283676,17.880272882770132,118.31384391426947,1ejn_AGB_A_active,1
1.1035361175643958,5.02921757063171,5.434710600708753,6.399892968031973,5.955296281760724,6.2187076439671465,1.4745651698249038,1.6703814175231622,1.1939377680434107,4.302864428650422,12.0,68.66470974153998,6.037790159794128,1145.2218744204122,16.912927645696655,6.272500000000001,-4.941045256381119,26.053325413833267,234.26316272460156,1ewl_R99_A_active,1
